ts,o,h,l,c,v
2026-07-30T23:00:00Z,4126.07,4127.1,4096.745,4098.17,0.019189
2026-07-31T00:00:00Z,4095.74,4120.698,4058.584,4086.9625,0.161871
2026-07-31T01:00:00Z,4089.945,4118.2,4052.8,4079.8725,0.176324
2026-07-31T02:00:00Z,4076.8315,4103.3,4051.511,4071.352,0.027159
2026-07-31T03:00:00Z,4047.504,4093.211,4043.398,4068.9585,0.012425
2026-07-31T04:00:00Z,4092.235,4099.7,4049.315,4072.65,0.020099
2026-07-31T05:00:00Z,4074.483,4099.468,4050.3,4068.549,0.094518
2026-07-31T06:00:00Z,4067.355,4097.5,4048.3,4072.065,0.010502
2026-07-31T07:00:00Z,4095.86,4095.86,4060.426,4060.426,0.01346
2026-07-31T08:00:00Z,4058.698,4080.6,4028.495,4054.385,0.029682774
2026-07-31T09:00:00Z,4053.262,4076.53,4024.43,4050.023,0.053097
2026-07-31T10:00:00Z,4052.7275,4076.8,4024.64,4051.76,0.025972
2026-07-31T11:00:00Z,4048.5175,4080.58,4032.5,4050.6915,0.011609
2026-07-31T12:00:00Z,4052.114,4069.752,4015.11,4036.585,0.022154
2026-07-31T13:00:00Z,4034.5915,4063.66,3999.6,4023.289,0.044556
2026-07-31T14:00:00Z,3999.578,4062.83,3999.578,4044.33,0.044134
2026-07-31T15:00:00Z,4041.1285,4062.44,4009.6,4041.115,0.058206
2026-07-31T16:00:00Z,4038.015,4067.7,4037.547,4040.49,0.008859
2026-07-31T17:00:00Z,4015.58,4069.2,4015.58,4047.609,0.117179
2026-07-31T18:00:00Z,4023.393,4071.291,4023.393,4045.6205,0.005597
2026-07-31T19:00:00Z,4022.121,4065.93,4022.121,4045.8,0.006663719
2026-07-31T20:00:00Z,4044.299,4070.972,4039.354,4039.354,0.025305
2026-07-31T21:00:00Z,4039.77,4064.557,4016.247,4043.34,0.00532
2026-07-31T22:00:00Z,4067.08,4069.169,4019.0,4044.35,0.022386
2026-07-31T23:00:00Z,4020.66,4069.936,4019.8,4043.4855,0.030899
2026-08-01T00:00:00Z,4067.1,4068.11,4019.1,4041.445,0.044252
2026-08-01T01:00:00Z,4065.39,4066.52,4016.9,4041.261,0.014694
2026-08-01T02:00:00Z,4064.822,4067.88,4018.1,4042.821,0.020249
2026-08-01T03:00:00Z,4066.4,4068.08,4018.85,4041.65,0.020162
2026-08-01T04:00:00Z,4017.31,4065.7,4017.035,4040.995,0.033579
2026-08-01T05:00:00Z,4065.9,4067.512,4018.73,4041.9785,0.025206
2026-08-01T06:00:00Z,4066.357,4066.357,4018.21,4040.6575,0.05538
2026-08-01T07:00:00Z,4064.39,4066.42,4016.8,4042.8355,0.021754
2026-08-01T08:00:00Z,4066.671,4067.134,4018.085,4043.182,0.033928
2026-08-01T09:00:00Z,4019.654,4068.56,4019.08,4043.968,0.011488
2026-08-01T10:00:00Z,4068.596,4068.596,4017.8,4043.0,0.01086
2026-08-01T12:00:00Z,4066.8,4067.054,4018.258,4050.675,0.028796
2026-08-01T13:00:00Z,4034.35,4068.367,4019.969,4044.0,0.008856
2026-08-01T14:00:00Z,4051.375,4067.93,4050.48,4051.325,0.220089
2026-08-01T15:00:00Z,4067.7,4067.7,4034.95,4050.98,0.005106
2026-08-01T16:00:00Z,4067.01,4067.01,4017.749,4039.65,0.018412
2026-08-01T17:00:00Z,4063.8,4063.8,4014.4,4039.0,0.00551
2026-08-01T18:00:00Z,4014.8,4057.9,4011.085,4033.515,0.028717
2026-08-01T19:00:00Z,4037.252,4065.3,4037.252,4049.5,0.003682
2026-08-01T20:00:00Z,4050.9,4070.9,4030.9,4049.5405,0.005012
2026-08-01T21:00:00Z,4030.9,4050.995,4030.9,4050.995,0.001919
2026-08-01T22:00:00Z,4030.9,4070.9,4021.322,4045.287,0.016386
2026-08-01T23:00:00Z,4020.9,4070.12,4020.9,4045.377,0.214505
2026-08-02T00:00:00Z,4020.3,4071.638,4020.3,4047.09,0.017739
2026-08-02T01:00:00Z,4070.93,4073.6,4024.219,4049.263,0.027828
2026-08-02T02:00:00Z,4052.111,4053.0545,4027.403,4052.638,0.11338
2026-08-02T03:00:00Z,4028.226,4080.0,4028.226,4054.615,0.092744
2026-08-02T04:00:00Z,4077.84,4081.618,4030.59,4056.315,0.037185
2026-08-02T05:00:00Z,4080.83,4081.3,4049.68,4065.0115,0.023095
2026-08-02T06:00:00Z,4049.68,4079.6,4032.4,4056.6,0.017657
2026-08-02T07:00:00Z,4032.4,4080.12,4030.9,4057.1265,0.010321
2026-08-02T08:00:00Z,4081.2,4081.2,4031.0,4055.235,0.056016
2026-08-02T09:00:00Z,4079.37,4079.93,4033.1,4056.3895,0.02154
2026-08-02T10:00:00Z,4079.679,4080.8,4032.2,4056.4,0.006061
2026-08-02T11:00:00Z,4033.2,4081.538,4031.512,4056.415,0.088
2026-08-02T12:00:00Z,4081.16,4081.2,4032.68,4055.6355,0.003765
2026-08-02T13:00:00Z,4079.7,4081.4,4032.0,4056.401,0.029836
2026-08-02T14:00:00Z,4079.292,4083.682,4029.356,4059.207,0.053726
2026-08-02T15:00:00Z,4035.15,4082.1,4032.845,4055.485,0.009986
2026-08-02T16:00:00Z,4031.67,4082.8,4031.67,4058.472,0.057987
2026-08-02T17:00:00Z,4083.344,4087.8,4034.9,4064.295,0.457322
2026-08-02T18:00:00Z,4087.5,4089.399,4039.867,4062.87,0.011238
2026-08-02T19:00:00Z,4039.24,4086.04,4036.201,4062.389,0.017537
2026-08-02T20:00:00Z,4037.67,4064.445,4036.2,4064.445,0.006562
2026-08-02T21:00:00Z,4061.715,4086.0,4061.715,4071.2755,0.001882
2026-08-02T22:00:00Z,4072.8455,4084.5,4059.746,4059.746,0.00504
2026-08-02T23:00:00Z,4058.03,4088.2,4039.9,4066.94,0.009016
2026-08-03T00:00:00Z,4069.95,4091.8,4026.69,4051.027,0.027105
2026-08-03T01:00:00Z,4048.05,4072.515,4018.71,4047.82,0.012357
2026-08-03T02:00:00Z,4049.8625,4080.8,4026.969,4054.905,0.124883
2026-08-03T03:00:00Z,4079.1,4081.656,4031.079,4056.47,0.013247
2026-08-03T04:00:00Z,4079.56,4085.58,4035.06,4057.9025,0.033816
2026-08-03T05:00:00Z,4055.09,4079.7,4025.1,4059.271,0.011826
2026-08-03T06:00:00Z,4083.763,4085.5,4034.106,4056.222,0.046686
2026-08-03T07:00:00Z,4054.7205,4078.641,4023.516,4053.2155,0.114645
2026-08-03T08:00:00Z,4051.03,4075.38,4025.543,4051.24,0.022239
2026-08-03T09:00:00Z,4027.6,4071.48,4021.396,4049.326,0.011152
2026-08-03T10:00:00Z,4048.3085,4071.9,4020.17,4042.3875,0.04397
2026-08-03T11:00:00Z,4044.7565,4079.89,4017.84,4054.903,0.023894
2026-08-03T12:00:00Z,4051.565,4069.62,4014.528,4042.1635,0.01687
2026-08-03T13:00:00Z,4043.772,4060.453,3997.29,4028.3405,0.088062
2026-08-03T14:00:00Z,4025.265,4058.36,4008.37,4033.1905,0.180262
2026-08-03T15:00:00Z,4030.669,4055.535,4007.41,4032.291,0.120662
2026-08-03T16:00:00Z,4008.511,4057.4,4007.081,4032.57,0.029818
2026-08-03T17:00:00Z,4009.24,4033.7105,4008.7,4029.555,0.003783
2026-08-03T18:00:00Z,4005.71,4064.17,4005.71,4040.0,0.099242
2026-08-03T19:00:00Z,4043.198,4067.4,4018.96,4048.867,0.025475
2026-08-03T20:00:00Z,4046.25,4075.049,4023.556,4051.0875,0.003248
2026-08-03T21:00:00Z,4049.124,4049.124,4049.124,4049.124,0.0
2026-08-03T22:00:00Z,4047.5855,4047.5855,4021.55,4046.9745,0.00157
2026-08-03T23:00:00Z,4070.2,4072.1,4021.151,4047.09,0.026601
2026-08-04T00:00:00Z,4049.774,4074.564,4025.0,4042.162,0.41402
2026-08-04T01:00:00Z,4040.16,4077.26,4016.58,4051.705,0.073666
2026-08-04T02:00:00Z,4049.7435,4078.6,4025.487,4050.54,0.023029
2026-08-04T03:00:00Z,4026.38,4076.251,4026.38,4046.579,0.013193
2026-08-04T04:00:00Z,4071.1,4078.838,4022.1,4056.355,0.329492
2026-08-04T05:00:00Z,4032.34,4080.56,4028.99,4054.737,0.021528
2026-08-04T06:00:00Z,4056.44,4080.0,4029.73,4054.185,0.01899
2026-08-04T07:00:00Z,4055.985,4080.68,4029.9,4056.95,0.118992
2026-08-04T08:00:00Z,4059.1,4081.326,4026.16,4049.357,0.00826
2026-08-04T09:00:00Z,4046.4735,4065.9,4018.43,4041.903,0.036696
2026-08-04T10:00:00Z,4065.9,4065.9,4023.79,4047.85,0.004109
2026-08-04T11:00:00Z,4023.8,4094.138,4022.597,4065.733,0.061307
2026-08-04T12:00:00Z,4062.345,4073.98,4044.94,4063.131,0.001622
2026-08-04T13:00:00Z,4061.4815,4105.7,4054.3,4075.5,0.036142916
2026-08-04T14:00:00Z,4076.875,4101.96,4044.8,4075.64,0.009373
2026-08-04T15:00:00Z,4073.3495,4102.54,4045.337,4078.35,0.03408
2026-08-04T16:00:00Z,4076.6035,4108.547,4051.2,4084.071,0.038117956
2026-08-04T17:00:00Z,4086.462,4115.52,4061.199,4079.015,0.011704
2026-08-04T18:00:00Z,4078.0135,4103.13,4044.229,4072.2615,0.067834
2026-08-04T19:00:00Z,4073.908,4098.606,4069.9,4069.9,0.008594
2026-08-04T20:00:00Z,4046.2,4094.6,4044.48,4069.627,0.005795321
2026-08-04T21:00:00Z,4045.51,4099.056,4045.51,4075.2,0.055497
2026-08-04T22:00:00Z,4073.585,4093.13,4046.298,4069.21,0.010691
2026-08-04T23:00:00Z,4065.9205,4090.5,4041.3,4062.949,0.01253
2026-08-05T00:00:00Z,4066.42,4097.5,4043.282,4072.837,0.0349383
2026-08-05T01:00:00Z,4075.95,4108.011,4046.251,4091.465,0.01902
2026-08-05T02:00:00Z,4090.377,4142.4,4066.141,4118.137,0.063754963
2026-08-05T03:00:00Z,4143.074,4146.1,4091.32,4116.182,0.058536
2026-08-05T04:00:00Z,4119.275,4153.981,4098.3,4124.9635,0.017882
2026-08-05T05:00:00Z,4148.867,4164.8,4104.3,4152.25,0.029007
2026-08-05T06:00:00Z,4148.695,4188.5,4127.8,4162.6085,0.065952
2026-08-05T07:00:00Z,4166.345,4183.2,4127.49,4159.1635,0.061969
2026-08-05T08:00:00Z,4184.32,4184.32,4125.009,4149.8,0.054157
2026-08-05T09:00:00Z,4152.287,4178.868,4124.9,4144.905,0.037022
2026-08-05T10:00:00Z,4143.4,4171.3,4115.949,4149.159,0.086915
2026-08-05T11:00:00Z,4151.714,4204.73,4129.49,4177.155,0.032787
2026-08-05T12:00:00Z,4180.8675,4219.7,4157.9,4175.092,0.120063
2026-08-05T13:00:00Z,4177.185,4220.279,4152.59,4195.995,0.188502
2026-08-05T14:00:00Z,4220.0,4252.848,4173.437,4230.365,0.631611
2026-08-05T15:00:00Z,4251.0,4272.667,4202.17,4218.7945,0.171793
2026-08-05T16:00:00Z,4217.5,4240.0,4203.3,4218.74,0.026909
2026-08-05T17:00:00Z,4216.95,4242.0685,4203.9,4242.0685,0.027079
2026-08-05T18:00:00Z,4238.7965,4270.62,4219.6,4237.425,0.02954
2026-08-05T19:00:00Z,4236.07,4269.8,4216.3,4237.55,0.216261
2026-08-05T20:00:00Z,4213.1,4262.68,4209.46,4237.1485,0.281566
2026-08-05T21:00:00Z,4240.613,4264.893,4214.2,4239.1665,0.119456
2026-08-05T22:00:00Z,4241.916,4268.14,4213.8,4263.755,0.11602
2026-08-05T23:00:00Z,4264.04,4283.5,4241.778,4261.7875,0.015656
2026-08-06T00:00:00Z,4240.075,4291.2,4240.075,4275.0025,0.224010228
2026-08-06T01:00:00Z,4276.3,4309.24,4240.328,4276.745,0.265166
2026-08-06T02:00:00Z,4276.7175,4313.04,4241.9,4267.155,0.159375
2026-08-06T03:00:00Z,4263.8,4294.8,4225.59,4256.3725,0.249922289
2026-08-06T04:00:00Z,4252.9,4280.31,4220.057,4252.0895,0.12993
2026-08-06T05:00:00Z,4255.45,4283.789,4218.4,4256.8905,0.063042
2026-08-06T06:00:00Z,4281.5,4284.0,4242.688,4244.1405,0.015163
2026-08-06T07:00:00Z,4269.45,4279.354,4221.5,4252.75,0.044414316
2026-08-06T08:00:00Z,4255.297,4292.48,4227.1,4268.515,0.101441
2026-08-06T09:00:00Z,4269.5855,4297.316,4243.9,4263.806,0.144879
2026-08-06T10:00:00Z,4238.262,4287.5,4234.92,4261.793,0.154653205
2026-08-06T11:00:00Z,4263.28,4289.2,4222.093,4255.3835,0.051854
2026-08-06T12:00:00Z,4252.5275,4285.145,4221.79,4242.64,0.207451994
2026-08-06T13:00:00Z,4244.3435,4282.59,4208.69,4260.48,0.081621
2026-08-06T14:00:00Z,4285.06,4290.9,4229.1,4260.785,0.117526
2026-08-06T15:00:00Z,4264.038,4269.685,4197.9,4228.3195,0.112586
2026-08-06T16:00:00Z,4225.176,4259.0,4193.219,4236.397,0.067593
2026-08-06T17:00:00Z,4261.77,4261.77,4209.99,4240.577,0.006332
2026-08-06T18:00:00Z,4237.707,4239.7145,4209.967,4234.1875,0.08052
2026-08-06T19:00:00Z,4237.92,4265.2,4214.2,4240.708,0.038527
2026-08-06T20:00:00Z,4243.3745,4267.9,4213.18,4232.645,0.025559
2026-08-06T21:00:00Z,4235.3,4261.1,4208.1,4232.105,0.15497
2026-08-06T22:00:00Z,4228.45,4261.023,4210.32,4235.8005,0.008637
2026-08-06T23:00:00Z,4237.3665,4269.88,4210.64,4267.545,0.070823
2026-08-07T00:00:00Z,4264.49,4267.9,4217.6,4223.086,0.194753
2026-08-07T01:00:00Z,4224.125,4270.99,4207.302,4249.57,0.218394
2026-08-07T02:00:00Z,4251.267,4276.434,4217.079,4242.5535,0.139766
2026-08-07T03:00:00Z,4245.2355,4276.6,4220.75,4257.6375,0.00762
2026-08-07T04:00:00Z,4259.25,4284.4,4229.2,4257.36,0.060045
2026-08-07T05:00:00Z,4231.61,4294.5,4230.7,4269.22,0.083743
2026-08-07T06:00:00Z,4271.421,4311.294,4251.436,4287.91,0.03272
2026-08-07T07:00:00Z,4285.3,4311.985,4252.0,4282.35,0.035932
2026-08-07T08:00:00Z,4284.782,4330.3,4262.947,4298.1335,0.101641
2026-08-07T09:00:00Z,4324.267,4328.807,4277.9,4307.2025,0.093392
2026-08-07T10:00:00Z,4332.69,4334.567,4278.87,4308.81,0.154703
2026-08-07T11:00:00Z,4309.625,4342.2,4284.5,4313.61,0.075833
2026-08-07T12:00:00Z,4312.0515,4382.87,4278.328,4347.25,0.167275
2026-08-07T13:00:00Z,4349.1695,4381.48,4304.15,4334.475,0.118552
2026-08-07T14:00:00Z,4332.866,4364.96,4295.7,4332.27,0.040372
2026-08-07T15:00:00Z,4334.945,4368.62,4303.547,4331.5785,0.030268
2026-08-07T16:00:00Z,4329.2655,4362.068,4299.7,4319.949,0.051872
2026-08-07T17:00:00Z,4318.9995,4357.63,4296.367,4331.3,0.031997
2026-08-07T18:00:00Z,4357.3,4357.3,4297.261,4325.23,0.015047
2026-08-07T19:00:00Z,4350.36,4364.3,4325.23,4358.8905,0.011511916
2026-08-07T20:00:00Z,4334.3205,4358.99,4305.4,4332.56,0.024973
2026-08-07T21:00:00Z,4334.165,4362.998,4311.05,4334.0,0.022337
2026-08-07T22:00:00Z,4336.735,4367.3,4309.9,4340.795,0.223868
2026-08-07T23:00:00Z,4315.99,4364.96,4314.3,4340.245,0.006146
2026-08-08T00:00:00Z,4366.25,4371.019,4315.819,4341.922,0.023883
2026-08-08T01:00:00Z,4316.123,4367.366,4309.9,4336.3025,0.078932
2026-08-08T02:00:00Z,4335.296,4363.11,4307.0,4336.35,0.047284
2026-08-08T03:00:00Z,4361.7,4362.34,4308.18,4337.294,0.019257
2026-08-08T04:00:00Z,4312.1,4360.8,4304.4,4331.0,0.013301
2026-08-08T05:00:00Z,4306.0,4360.695,4305.981,4334.335,0.060933
2026-08-08T06:00:00Z,4360.76,4362.2,4308.2,4335.279,0.02823
2026-08-08T07:00:00Z,4360.18,4363.8,4308.76,4336.4885,0.022707
2026-08-08T08:00:00Z,4310.86,4363.927,4310.28,4338.64,0.088521
2026-08-08T09:00:00Z,4364.68,4366.6,4313.303,4339.765,0.020609
2026-08-08T10:00:00Z,4314.59,4366.282,4309.99,4336.68,0.043118
2026-08-08T11:00:00Z,4338.8715,4338.8715,4338.8715,4338.8715,0.0
2026-08-08T12:00:00Z,4337.8,4338.66,4337.8,4338.66,0.0
2026-08-08T13:00:00Z,4364.62,4364.62,4313.1,4338.9875,0.010989
2026-08-08T14:00:00Z,4365.21,4366.45,4313.3,4341.4895,0.040104
2026-08-08T15:00:00Z,4339.1335,4368.3,4312.9,4342.0005,0.025849
2026-08-08T16:00:00Z,4339.585,4365.626,4312.811,4339.028,0.030853
2026-08-08T17:00:00Z,4365.826,4365.826,4338.44,4338.5265,0.008877
2026-08-08T18:00:00Z,4363.92,4364.457,4313.667,4339.46,0.01124
2026-08-08T19:00:00Z,4365.4,4365.4,4338.95,4338.95,0.019087
2026-08-08T20:00:00Z,4312.3,4364.8,4312.3,4340.3895,0.049325
2026-08-08T21:00:00Z,4366.609,4366.609,4315.3,4340.305,0.019845
2026-08-08T22:00:00Z,4365.5,4366.3,4315.66,4339.6,0.115671
2026-08-08T23:00:00Z,4343.0995,4371.12,4317.7,4343.865,0.326016
2026-08-09T00:00:00Z,4370.47,4370.647,4318.521,4342.165,0.167665
2026-08-09T01:00:00Z,4317.03,4368.594,4314.01,4342.74,0.007163
2026-08-09T02:00:00Z,4369.37,4370.6,4316.0,4342.796,0.030545
2026-08-09T03:00:00Z,4316.85,4370.4,4314.53,4340.59,0.039363
2026-08-09T04:00:00Z,4365.68,4368.9,4315.5,4341.638,0.053312
2026-08-09T05:00:00Z,4315.7,4370.2,4315.7,4342.8015,0.015289
2026-08-09T06:00:00Z,4368.619,4369.16,4318.231,4343.785,0.014908
2026-08-09T07:00:00Z,4368.4,4378.9,4317.95,4350.2,0.026439
2026-08-09T08:00:00Z,4376.1,4376.77,4320.28,4347.4435,0.39366
2026-08-09T09:00:00Z,4322.625,4373.98,4320.04,4342.939,0.025551
2026-08-09T10:00:00Z,4368.89,4372.276,4317.1,4345.625,0.376744
2026-08-09T11:00:00Z,4372.17,4375.3,4321.67,4346.845,4.917432
2026-08-09T12:00:00Z,4372.0,4376.29,4320.3,4349.443,1.541368
2026-08-09T13:00:00Z,4375.2,4377.2,4323.568,4350.322,0.561044
2026-08-09T14:00:00Z,4374.99,4377.22,4323.009,4351.555,0.104555947
2026-08-09T15:00:00Z,4377.4,4378.43,4324.7,4354.505,0.028178
2026-08-09T16:00:00Z,4380.1,4380.1,4325.6,4352.35,1.308213
2026-08-09T17:00:00Z,4326.3,4378.0,4322.9,4350.3135,0.025307
2026-08-09T18:00:00Z,4376.124,4376.124,4321.877,4348.295,0.016394
2026-08-09T19:00:00Z,4373.47,4377.217,4348.295,4354.065,0.017816
2026-08-09T20:00:00Z,4380.9,4382.2,4342.625,4354.502,0.046352
2026-08-09T21:00:00Z,4381.09,4381.09,4320.1,4345.8125,0.028118
2026-08-09T22:00:00Z,4343.213,4363.0,4327.0995,4360.75,0.003517762
2026-08-09T23:00:00Z,4361.35,4363.2,4307.868,4326.3735,0.214581756
2026-08-10T00:00:00Z,4328.853,4361.71,4305.49,4326.202,0.035121
2026-08-10T01:00:00Z,4323.25,4342.9,4281.904,4317.1035,1.158856
2026-08-10T02:00:00Z,4312.5905,4345.1,4290.071,4311.73,0.049153
2026-08-10T03:00:00Z,4310.55,4344.77,4310.55,4318.837,0.246757
2026-08-10T04:00:00Z,4316.185,4354.679,4289.57,4329.15,0.03321
2026-08-10T05:00:00Z,4326.6515,4363.5,4298.496,4340.015,0.025575
2026-08-10T06:00:00Z,4337.13,4374.5,4308.5,4348.2995,0.181563
2026-08-10T07:00:00Z,4346.595,4376.1,4318.887,4345.45,0.269954
2026-08-10T08:00:00Z,4370.4,4371.12,4311.58,4337.6705,0.033274
2026-08-10T09:00:00Z,4363.761,4364.9,4305.802,4330.8825,0.203005
2026-08-10T10:00:00Z,4356.665,4359.539,4302.74,4327.75,0.021909
2026-08-10T11:00:00Z,4353.0,4353.73,4293.569,4327.54,0.040162
2026-08-10T12:00:00Z,4323.825,4350.875,4296.5,4323.9455,0.026434
2026-08-10T13:00:00Z,4348.801,4353.1,4287.213,4309.9805,0.051594281
2026-08-10T14:00:00Z,4312.46,4368.3,4290.55,4334.591,0.034416
2026-08-10T15:00:00Z,4335.755,4372.7,4310.6,4347.6995,0.071406
2026-08-10T16:00:00Z,4374.1,4374.1,4320.9,4343.5,0.072185
2026-08-10T17:00:00Z,4345.494,4376.87,4320.046,4346.86,0.011548711
2026-08-10T18:00:00Z,4322.03,4388.42,4322.03,4365.785,0.0277148
2026-08-10T19:00:00Z,4343.15,4406.58,4343.15,4377.665,0.100862
2026-08-10T20:00:00Z,4374.77,4404.9,4353.67,4379.7,0.013927
2026-08-10T21:00:00Z,4405.5,4409.6,4355.59,4380.415,0.040777
2026-08-10T22:00:00Z,4406.6,4413.196,4356.286,4389.12,0.023534
2026-08-10T23:00:00Z,4363.1,4415.4,4361.329,4392.735,0.024454096
2026-08-11T00:00:00Z,4367.46,4434.8,4367.46,4400.875,0.047963
2026-08-11T01:00:00Z,4399.9995,4446.224,4379.25,4421.35,0.027966
2026-08-11T02:00:00Z,4419.195,4449.57,4379.65,4401.2295,1.406972
2026-08-11T03:00:00Z,4404.661,4436.0,4380.8,4407.625,0.08012
2026-08-11T04:00:00Z,4434.09,4435.33,4376.4,4400.5495,0.080597
2026-08-11T05:00:00Z,4399.069,4426.2,4336.54,4367.27,0.058149
2026-08-11T06:00:00Z,4370.2,4399.45,4336.4,4361.245,0.023639
2026-08-11T07:00:00Z,4362.9135,4383.77,4326.699,4355.815,0.018958128
2026-08-11T08:00:00Z,4356.86,4396.7,4344.262,4366.37,0.035688
2026-08-11T09:00:00Z,4392.25,4395.831,4341.5,4367.4655,0.032016
2026-08-11T10:00:00Z,4371.65,4402.8,4344.637,4377.6605,0.060094
2026-08-11T11:00:00Z,4379.773,4412.028,4350.8,4382.7005,0.024057763
2026-08-11T12:00:00Z,4409.16,4417.2,4356.68,4387.3785,0.070353
2026-08-11T13:00:00Z,4389.62,4420.86,4359.6,4381.785,0.221128
2026-08-11T14:00:00Z,4379.13,4415.9,4351.26,4388.895,0.075547
2026-08-11T15:00:00Z,4391.55,4417.6,4345.5,4377.15,0.041631
2026-08-11T16:00:00Z,4379.3095,4404.84,4348.46,4378.2175,0.762459
2026-08-11T17:00:00Z,4375.3895,4404.366,4351.8,4366.207,0.007661
2026-08-11T18:00:00Z,4363.7735,4391.547,4332.255,4365.64,0.027107
2026-08-11T19:00:00Z,4363.161,4392.2,4336.4,4365.601,0.049353
2026-08-11T20:00:00Z,4363.895,4390.68,4338.85,4363.605,0.008898
2026-08-11T21:00:00Z,4365.359,4391.065,4337.7,4370.69,0.045682
2026-08-11T22:00:00Z,4367.26,4396.796,4341.961,4362.2,0.00622
2026-08-11T23:00:00Z,4335.9,4388.3,4335.0,4365.6825,0.114910776
2026-08-12T00:00:00Z,4363.18,4403.96,4349.17,4375.697,0.027184
2026-08-12T01:00:00Z,4378.555,4417.54,4355.329,4389.49,0.233515
2026-08-12T02:00:00Z,4362.93,4431.7,4362.93,4405.85,0.093942
2026-08-12T03:00:00Z,4431.8,4431.8,4370.7,4395.3,0.043248
2026-08-12T04:00:00Z,4369.8,4419.73,4364.677,4396.605,0.055209
2026-08-12T05:00:00Z,4370.43,4422.1,4356.2,4387.995,0.594777
2026-08-12T06:00:00Z,4413.7,4425.0,4354.5,4399.235,0.029766
2026-08-12T07:00:00Z,4401.535,4429.381,4370.15,4399.4305,0.212604
2026-08-12T08:00:00Z,4401.47,4430.2,4371.03,4394.8335,0.05765
2026-08-12T09:00:00Z,4420.65,4442.1,4380.5,4409.78,0.032315653
2026-08-12T10:00:00Z,4410.754,4441.7,4382.3,4406.0,0.188015
2026-08-12T11:00:00Z,4408.07,4433.59,4378.5,4407.035,0.085466
2026-08-12T12:00:00Z,4434.0,4815.461711254,4376.751,4426.9945,0.052625
2026-08-12T13:00:00Z,4430.471,4447.9,4391.6,4418.161,0.016971
2026-08-12T14:00:00Z,4415.171,4452.9,4386.3,4411.85,0.597708
2026-08-12T15:00:00Z,4409.55,4442.08,4377.519,4410.208,0.0285
2026-08-12T16:00:00Z,4411.697,4439.6,4382.7,4394.425,0.766633
2026-08-12T17:00:00Z,4392.1685,4418.547,4363.5,4388.642,0.010204
2026-08-12T18:00:00Z,4385.97,4433.23,4359.8,4404.7805,0.022045
2026-08-12T19:00:00Z,4431.2,4431.843,4374.28,4401.875,0.029381
2026-08-12T20:00:00Z,4428.5,4428.5,4372.9,4397.02,0.006478
2026-08-12T21:00:00Z,4370.9,4426.7,4368.6,4397.655,0.017985
2026-08-12T22:00:00Z,4394.305,4420.68,4365.45,4392.969,0.020118
2026-08-12T23:00:00Z,4392.8685,4427.1,4369.76,4404.233,0.020488
2026-08-13T00:00:00Z,4406.8065,4456.4,4391.149,4418.1205,2.071879
2026-08-13T01:00:00Z,4416.4415,4450.502,4385.4,4400.483,0.508666
2026-08-13T02:00:00Z,4427.156,4427.156,4369.7,4398.0835,0.585044
2026-08-13T03:00:00Z,4400.485,4426.8,4365.9,4390.4085,0.042642
2026-08-13T04:00:00Z,4388.0,4415.7,4359.339,4386.8,0.207971
2026-08-13T05:00:00Z,4412.8,4421.8,4353.989,4374.5015,0.309197
2026-08-13T06:00:00Z,4376.569,4397.911,4343.4,4371.2845,0.783208
2026-08-13T07:00:00Z,4373.33,4398.007,4340.202,4363.9,0.046827
2026-08-13T08:00:00Z,4359.57,4397.8,4334.93,4371.435,0.068005
2026-08-13T09:00:00Z,4369.9,4402.27,4348.7,4377.5515,0.112478
2026-08-13T10:00:00Z,4403.8,4406.231,4352.6,4384.668,0.01693
2026-08-13T11:00:00Z,4410.036,4415.621,4350.19,4380.05,0.027421415
2026-08-13T12:00:00Z,4406.3,4413.31,4358.6,4394.434,0.048198
2026-08-13T13:00:00Z,4392.155,4396.3,4344.6,4367.512,0.020533
2026-08-13T14:00:00Z,4370.09,4400.2,4341.2,4378.88,0.017998
2026-08-13T15:00:00Z,4376.185,4392.796,4339.92,4360.65,0.027301
2026-08-13T16:00:00Z,4361.8205,4387.6,4325.8,4363.776,0.038492
2026-08-13T17:00:00Z,4338.2,4414.67,4327.664,4351.45,11.68025423
2026-08-13T18:00:00Z,4353.8475,4378.949,4350.84,4350.84,0.22375
2026-08-13T19:00:00Z,4352.945,4375.3,4342.177,4343.605,0.018373
2026-08-13T20:00:00Z,4342.135,4370.152,4342.135,4346.6695,0.003703
2026-08-13T21:00:00Z,4348.6,4375.921,4325.4,4348.6245,0.094938
2026-08-13T22:00:00Z,4323.129,4355.085,4322.77,4350.25,0.006956
2026-08-13T23:00:00Z,4347.975,4381.25,4329.15,4352.2265,0.045869
2026-08-14T00:00:00Z,4356.235,4372.562,4323.7,4337.5365,0.767724
2026-08-14T01:00:00Z,4336.63,4349.242,4287.8,4317.756,0.298377
2026-08-14T02:00:00Z,4343.012,4346.0,4314.645,4315.885,0.063603
2026-08-14T03:00:00Z,4292.09,4353.0,4292.09,4326.6015,0.271603
2026-08-14T04:00:00Z,4300.993,4353.6,4298.155,4325.9625,0.14159
2026-08-14T05:00:00Z,4352.285,4358.434,4289.6,4330.94,0.111766
2026-08-14T06:00:00Z,4333.69,4361.019,4305.7,4336.91,0.567631372
2026-08-14T07:00:00Z,4334.265,4371.614,4309.4,4344.59,0.022333
2026-08-14T08:00:00Z,4347.585,4373.6,4320.18,4347.23,0.042049
